HK2,O,M1A,hgnc_symbol,entrezgene_id
FALSE,FALSE,FALSE,MS4A12,54860
FALSE,FALSE,FALSE,MS4A13,503497
FALSE,FALSE,FALSE,MS4A14,84689
FALSE,FALSE,FALSE,MS4A15,219995
FALSE,FALSE,FALSE,MS4A18,728588
FALSE,FALSE,FALSE,MS4A2,2206
FALSE,FALSE,FALSE,MS4A4A,51338
FALSE,FALSE,FALSE,MS4A4E,643680
FALSE,FALSE,FALSE,MS4A5,64232
FALSE,FALSE,FALSE,MS4A6A,64231
FALSE,FALSE,FALSE,MS4A6E,245802
FALSE,FALSE,FALSE,MS4A7,58475
FALSE,FALSE,FALSE,MS4A8,83661
TRUE,TRUE,TRUE,MSANTD2,79684
FALSE,FALSE,FALSE,MSANTD2-AS1,100507283
TRUE,TRUE,TRUE,MSANTD3,91283
FALSE,FALSE,FALSE,MSANTD3-TMEFF1,100526694
TRUE,TRUE,TRUE,MSANTD4,84437
FALSE,FALSE,FALSE,MSANTD5,102724657
TRUE,TRUE,TRUE,MSC,9242
TRUE,TRUE,TRUE,MSC-AS1,100132891
FALSE,FALSE,FALSE,MSGN1,343930
TRUE,TRUE,TRUE,MSH2,4436
FALSE,FALSE,FALSE,MSH2-OT1,644093
FALSE,FALSE,FALSE,MSH4,4438
FALSE,FALSE,FALSE,MSH5,4439
TRUE,TRUE,TRUE,MSH6,2956
TRUE,FALSE,FALSE,MSI1,4440
TRUE,TRUE,TRUE,MSI2,124540
TRUE,TRUE,TRUE,MSL1,339287
TRUE,TRUE,TRUE,MSL2,55167
TRUE,TRUE,TRUE,MSL3,10943
TRUE,FALSE,FALSE,MSL3P1,151507
TRUE,FALSE,FALSE,MSLN,10232
FALSE,FALSE,FALSE,MSMB,4477
TRUE,TRUE,TRUE,MSMO1,6307
FALSE,FALSE,FALSE,MSMP,692094
TRUE,TRUE,TRUE,MSN,4478
TRUE,TRUE,TRUE,MSR1,4481
TRUE,TRUE,TRUE,MSRA,4482
TRUE,TRUE,TRUE,MSRB1,51734
TRUE,TRUE,TRUE,MSRB3,253827
FALSE,TRUE,FALSE,MSS51,118490
FALSE,TRUE,FALSE,MST1,4485
FALSE,FALSE,FALSE,MST1R,4486
FALSE,FALSE,FALSE,MSTN,2660
TRUE,TRUE,TRUE,MSTO1,55154
TRUE,TRUE,TRUE,MSX1,4487
FALSE,TRUE,TRUE,MSX2,4488
FALSE,FALSE,FALSE,MT-ATP6,4508
FALSE,FALSE,FALSE,MT-ATP8,4509
FALSE,FALSE,FALSE,MT-CO1,4512
FALSE,FALSE,FALSE,MT-CO2,4513
FALSE,FALSE,FALSE,MT-CO3,4514
FALSE,FALSE,FALSE,MT-CYB,4519
FALSE,FALSE,FALSE,MT-ND1,4535
FALSE,FALSE,FALSE,MT-ND2,4536
FALSE,FALSE,FALSE,MT-ND3,4537
FALSE,FALSE,FALSE,MT-ND4,4538
FALSE,FALSE,FALSE,MT-ND4L,4539
FALSE,FALSE,FALSE,MT-ND5,4540
FALSE,FALSE,FALSE,MT-ND6,4541
TRUE,FALSE,FALSE,MT1A,4489
FALSE,FALSE,FALSE,MT1B,4490
TRUE,TRUE,TRUE,MT1E,4493
TRUE,TRUE,TRUE,MT1F,4494
FALSE,FALSE,FALSE,MT1G,4495
FALSE,FALSE,FALSE,MT1H,4496
FALSE,FALSE,FALSE,MT1HL1,645745
TRUE,TRUE,TRUE,MT1JP,4498
FALSE,FALSE,TRUE,MT1L,4500
TRUE,FALSE,FALSE,MT1M,4499
TRUE,TRUE,TRUE,MT1X,4501
FALSE,FALSE,FALSE,MT4,84560
TRUE,TRUE,TRUE,MTA1,9112
TRUE,TRUE,TRUE,MTA2,9219
TRUE,TRUE,TRUE,MTA3,57504
TRUE,TRUE,TRUE,MTAP,4507
TRUE,FALSE,FALSE,MTARC1,64757
TRUE,TRUE,TRUE,MTARC2,54996
TRUE,TRUE,TRUE,MTCH1,23787
TRUE,TRUE,TRUE,MTCH2,23788
TRUE,TRUE,TRUE,MTCL1,23255
TRUE,TRUE,TRUE,MTCP1,4515
TRUE,TRUE,TRUE,MTDH,92140
TRUE,TRUE,TRUE,MTERF1,7978
TRUE,TRUE,TRUE,MTERF2,80298
TRUE,TRUE,TRUE,MTERF3,51001
TRUE,TRUE,TRUE,MTERF4,130916
TRUE,TRUE,TRUE,MTF1,4520
TRUE,TRUE,TRUE,MTF2,22823
TRUE,TRUE,TRUE,MTFMT,123263
TRUE,TRUE,TRUE,MTFP1,51537
TRUE,TRUE,TRUE,MTFR1,9650
TRUE,TRUE,TRUE,MTFR1L,56181
TRUE,TRUE,TRUE,MTFR2,113115
TRUE,TRUE,TRUE,MTG1,92170
TRUE,TRUE,TRUE,MTG2,26164
TRUE,TRUE,TRUE,MTHFD1L,25902
TRUE,TRUE,TRUE,MTHFD2,10797
TRUE,TRUE,TRUE,MTHFD2L,441024
TRUE,TRUE,TRUE,MTHFD2P1,100287639
TRUE,TRUE,TRUE,MTHFR,4524
TRUE,TRUE,TRUE,MTHFS,10588
TRUE,TRUE,TRUE,MTHFSD,64779
TRUE,TRUE,TRUE,MTIF2,4528
TRUE,TRUE,TRUE,MTIF3,219402
TRUE,TRUE,TRUE,MTLN,205251
TRUE,TRUE,TRUE,MTM1,4534
TRUE,TRUE,TRUE,MTMR1,8776
TRUE,TRUE,TRUE,MTMR10,54893
TRUE,TRUE,TRUE,MTMR11,10903
TRUE,TRUE,TRUE,MTMR12,54545
TRUE,TRUE,TRUE,MTMR14,64419
TRUE,TRUE,TRUE,MTMR2,8898
TRUE,TRUE,TRUE,MTMR3,8897
TRUE,TRUE,TRUE,MTMR4,9110
TRUE,TRUE,TRUE,MTMR6,9107
TRUE,FALSE,FALSE,MTMR8,55613
TRUE,TRUE,TRUE,MTMR9,66036
FALSE,FALSE,FALSE,MTNR1A,4543
FALSE,FALSE,FALSE,MTNR1B,4544
TRUE,TRUE,TRUE,MTO1,25821
TRUE,TRUE,TRUE,MTOR,2475
FALSE,FALSE,FALSE,MTOR-AS1,100873935
TRUE,TRUE,TRUE,MTPAP,55149
TRUE,TRUE,TRUE,MTR,4548
TRUE,TRUE,TRUE,MTRES1,51250
TRUE,TRUE,TRUE,MTREX,23517
TRUE,TRUE,TRUE,MTRF1,9617
TRUE,TRUE,TRUE,MTRF1L,54516
TRUE,TRUE,TRUE,MTRFR,91574
TRUE,TRUE,TRUE,MTRNR2L1,100462977
FALSE,FALSE,FALSE,MTRNR2L10,100463488
TRUE,TRUE,TRUE,MTRNR2L12,100462981
FALSE,FALSE,FALSE,MTRNR2L3,100462983
FALSE,FALSE,FALSE,MTRNR2L4,100463285
FALSE,FALSE,FALSE,MTRNR2L5,100463289
FALSE,FALSE,FALSE,MTRNR2L6,100463482
FALSE,FALSE,FALSE,MTRNR2L7,100288485
FALSE,FALSE,FALSE,MTRNR2L8,100463486
TRUE,TRUE,TRUE,MTRR,4552
TRUE,TRUE,TRUE,MTSS1,9788
TRUE,TRUE,TRUE,MTSS2,92154
FALSE,FALSE,FALSE,MTTP,4547
TRUE,TRUE,TRUE,MTURN,222166
TRUE,TRUE,TRUE,MTUS1,57509
FALSE,FALSE,FALSE,MTUS2,23281
TRUE,TRUE,TRUE,MTX1,4580
TRUE,TRUE,TRUE,MTX2,10651
TRUE,TRUE,TRUE,MTX3,345778
TRUE,TRUE,TRUE,MUC1,4582
FALSE,TRUE,TRUE,MUC12,10071
FALSE,FALSE,FALSE,MUC15,143662
FALSE,FALSE,FALSE,MUC16,94025
FALSE,FALSE,FALSE,MUC17,140453
FALSE,FALSE,FALSE,MUC19,283463
FALSE,FALSE,FALSE,MUC20,200958
FALSE,FALSE,FALSE,MUC22,100507679
FALSE,FALSE,FALSE,MUC4,4585
FALSE,FALSE,FALSE,MUC5AC,4586
FALSE,FALSE,FALSE,MUC5B,727897
FALSE,FALSE,FALSE,MUC6,4588
FALSE,FALSE,FALSE,MUC7,4589
FALSE,FALSE,FALSE,MUCL3,135656
TRUE,TRUE,TRUE,MUL1,79594
TRUE,TRUE,TRUE,MUS81,80198
FALSE,FALSE,FALSE,MUSK,4593
TRUE,TRUE,TRUE,MUTYH,4595
TRUE,TRUE,TRUE,MVB12A,93343
TRUE,TRUE,TRUE,MVB12B,89853
TRUE,TRUE,TRUE,MVD,4597
TRUE,TRUE,TRUE,MVK,4598
TRUE,TRUE,TRUE,MVP,9961
TRUE,TRUE,TRUE,MX1,4599
FALSE,TRUE,TRUE,MX2,4600
TRUE,TRUE,TRUE,MXD1,4084
TRUE,TRUE,TRUE,MXD3,83463
TRUE,TRUE,TRUE,MXD4,10608
TRUE,TRUE,TRUE,MXI1,4601
TRUE,TRUE,TRUE,MXRA7,439921
TRUE,TRUE,TRUE,MXRA8,54587
TRUE,TRUE,TRUE,MYADM,91663
FALSE,FALSE,FALSE,MYADML,151325
FALSE,FALSE,FALSE,MYADML2,255275
TRUE,TRUE,FALSE,MYB,4602
TRUE,TRUE,TRUE,MYBBP1A,10514
TRUE,TRUE,TRUE,MYBL1,4603
TRUE,TRUE,TRUE,MYBL2,4605
FALSE,FALSE,FALSE,MYBPC1,4604
FALSE,FALSE,FALSE,MYBPC3,4607
FALSE,FALSE,FALSE,MYBPHL,343263
TRUE,TRUE,TRUE,MYC,4609
FALSE,FALSE,FALSE,MYCBP,26292
TRUE,TRUE,TRUE,MYCBP2,23077
FALSE,FALSE,FALSE,MYCBP2-AS1,100874212
FALSE,FALSE,FALSE,MYCBPAP,84073
TRUE,TRUE,TRUE,MYCL,4610
FALSE,FALSE,FALSE,MYCN,4613
FALSE,FALSE,FALSE,MYCNUT,103752554
FALSE,FALSE,FALSE,MYCT1,80177
TRUE,TRUE,TRUE,MYD88,4615
TRUE,TRUE,TRUE,MYDGF,56005
FALSE,TRUE,TRUE,MYEOV,26579
FALSE,FALSE,FALSE,MYH1,4619
TRUE,TRUE,TRUE,MYH10,4628
TRUE,TRUE,TRUE,MYH11,4629
FALSE,FALSE,FALSE,MYH14,79784
TRUE,TRUE,TRUE,MYH15,22989
FALSE,FALSE,FALSE,MYH2,4620
TRUE,TRUE,TRUE,MYH3,4621
FALSE,FALSE,FALSE,MYH4,4622
FALSE,FALSE,FALSE,MYH6,4624
FALSE,FALSE,FALSE,MYH7,4625
FALSE,FALSE,FALSE,MYH7B,57644
TRUE,TRUE,TRUE,MYH9,4627
FALSE,FALSE,FALSE,MYL1,4632
FALSE,FALSE,FALSE,MYL10,93408
FALSE,FALSE,FALSE,MYL12-AS1,104968399
TRUE,TRUE,TRUE,MYL12A,10627
TRUE,TRUE,TRUE,MYL12B,103910
FALSE,FALSE,FALSE,MYL2,4633
FALSE,FALSE,FALSE,MYL3,4634
FALSE,FALSE,FALSE,MYL4,4635
TRUE,TRUE,TRUE,MYL5,4636
TRUE,TRUE,TRUE,MYL6,4637
TRUE,TRUE,TRUE,MYL6B,140465
FALSE,FALSE,FALSE,MYL7,58498
TRUE,TRUE,TRUE,MYL9,10398
TRUE,TRUE,TRUE,MYLIP,29116
TRUE,TRUE,TRUE,MYLK,4638
FALSE,FALSE,FALSE,MYLK-AS1,100506826
TRUE,TRUE,TRUE,MYLK2,85366
TRUE,FALSE,FALSE,MYLK3,91807
TRUE,TRUE,TRUE,MYLK4,340156
FALSE,FALSE,FALSE,MYLPF,29895
FALSE,FALSE,FALSE,MYMK,389827
TRUE,TRUE,TRUE,MYNN,55892
TRUE,TRUE,TRUE,MYO10,4651
FALSE,FALSE,FALSE,MYO15A,51168
FALSE,TRUE,FALSE,MYO15B,80022
FALSE,FALSE,FALSE,MYO16,23026
FALSE,FALSE,FALSE,MYO16-AS1,100885782
TRUE,TRUE,TRUE,MYO18A,399687
FALSE,FALSE,FALSE,MYO18B,84700
TRUE,TRUE,TRUE,MYO19,80179
FALSE,FALSE,FALSE,MYO1A,4640
TRUE,TRUE,TRUE,MYO1B,4430
TRUE,TRUE,TRUE,MYO1C,4641
TRUE,TRUE,TRUE,MYO1D,4642
TRUE,TRUE,TRUE,MYO1E,4643
FALSE,FALSE,FALSE,MYO1F,4542
FALSE,FALSE,FALSE,MYO1G,64005
FALSE,FALSE,FALSE,MYO1H,283446
TRUE,FALSE,FALSE,MYO3A,53904
FALSE,FALSE,FALSE,MYO3B,140469
TRUE,TRUE,TRUE,MYO5A,4644
TRUE,TRUE,TRUE,MYO5B,4645
TRUE,TRUE,FALSE,MYO5C,55930
TRUE,TRUE,TRUE,MYO6,4646
FALSE,FALSE,FALSE,MYO7A,4647
FALSE,TRUE,FALSE,MYO7B,4648
TRUE,TRUE,TRUE,MYO9A,4649
TRUE,TRUE,TRUE,MYO9B,4650
FALSE,FALSE,FALSE,MYOC,4653
FALSE,FALSE,FALSE,MYOCD,93649
FALSE,FALSE,FALSE,MYOCD-AS1,101928418
TRUE,TRUE,TRUE,MYOF,26509
FALSE,FALSE,FALSE,MYOG,4656
FALSE,FALSE,FALSE,MYOM1,8736
TRUE,TRUE,TRUE,MYORG,57462
FALSE,FALSE,FALSE,MYOT,9499
FALSE,FALSE,FALSE,MYOZ1,58529
FALSE,FALSE,FALSE,MYOZ2,51778
FALSE,FALSE,FALSE,MYOZ3,91977
FALSE,FALSE,FALSE,MYPN,84665
TRUE,TRUE,TRUE,MYPOP,339344
TRUE,TRUE,TRUE,MYRF,745
FALSE,FALSE,FALSE,MYRF-AS1,26070
FALSE,FALSE,FALSE,MYRFL,196446
FALSE,FALSE,FALSE,MYRIP,25924
TRUE,TRUE,TRUE,MYSM1,114803
FALSE,FALSE,FALSE,MYT1L,23040
FALSE,FALSE,FALSE,MYT1L-AS1,730811
FALSE,FALSE,FALSE,MZB1,51237
TRUE,TRUE,TRUE,MZF1,7593
FALSE,FALSE,FALSE,MZF1-AS1,100131691
TRUE,TRUE,TRUE,MZT1,440145
TRUE,TRUE,TRUE,MZT2A,653784
TRUE,TRUE,TRUE,MZT2B,80097
TRUE,TRUE,TRUE,N4BP1,9683
TRUE,TRUE,TRUE,N4BP2,55728
TRUE,TRUE,FALSE,N4BP2L1,90634
TRUE,TRUE,TRUE,N4BP2L2,10443
FALSE,FALSE,FALSE,N4BP2L2-IT2,116828
TRUE,FALSE,FALSE,N4BP3,23138
TRUE,TRUE,TRUE,N6AMT1,29104
TRUE,TRUE,TRUE,"NAA10",8260
FALSE,FALSE,FALSE,"NAA11",84779
TRUE,TRUE,TRUE,"NAA15",80155
TRUE,TRUE,TRUE,"NAA16",79612
TRUE,TRUE,TRUE,"NAA20",51126
TRUE,TRUE,TRUE,"NAA25",80018
TRUE,TRUE,TRUE,"NAA35",60560
TRUE,TRUE,TRUE,"NAA38",84316
TRUE,TRUE,TRUE,"NAA40",79829
TRUE,TRUE,TRUE,"NAA50",80218
TRUE,TRUE,TRUE,"NAA60",79903
TRUE,TRUE,TRUE,"NAA80",24142
TRUE,TRUE,TRUE,"NAAA",27163
FALSE,TRUE,TRUE,"NAALAD2",10003
FALSE,FALSE,FALSE,"NAALADL1",10004
FALSE,FALSE,FALSE,"NAALADL2",254827
FALSE,FALSE,FALSE,"NAALADL2-AS3",100862679
TRUE,TRUE,TRUE,"NAB1",4664
TRUE,TRUE,TRUE,"NAB2",4665
TRUE,TRUE,TRUE,"NABP1",64859
TRUE,TRUE,TRUE,"NABP2",79035
TRUE,TRUE,TRUE,"NACA",4666
TRUE,TRUE,TRUE,"NACA2",342538
FALSE,TRUE,FALSE,"NACAD",23148
TRUE,TRUE,TRUE,"NACC1",112939
TRUE,TRUE,TRUE,"NACC2",138151
TRUE,TRUE,TRUE,"NADK",65220
TRUE,TRUE,TRUE,"NADK2",133686
TRUE,TRUE,TRUE,"NADSYN1",55191
TRUE,TRUE,TRUE,"NAE1",8883
TRUE,TRUE,TRUE,"NAF1",92345
TRUE,TRUE,TRUE,"NAGA",4668
TRUE,TRUE,TRUE,"NAGK",55577
TRUE,TRUE,TRUE,"NAGLU",4669
TRUE,TRUE,TRUE,"NAGPA",51172
TRUE,TRUE,TRUE,"NAGS",162417
TRUE,TRUE,TRUE,"NAIF1",203245
TRUE,TRUE,TRUE,"NAIP",4671
TRUE,FALSE,TRUE,"NALCN",259232
FALSE,FALSE,FALSE,"NALCN-AS1",100885778
TRUE,TRUE,TRUE,"NALF1",728215
TRUE,FALSE,FALSE,"NALF2",27112
FALSE,FALSE,FALSE,"NAMA",100996569
TRUE,TRUE,TRUE,"NAMPT",10135
FALSE,FALSE,FALSE,"NANOG",79923
FALSE,FALSE,FALSE,"NANOGNB",360030
FALSE,FALSE,FALSE,"NANOS2",339345
FALSE,FALSE,FALSE,"NANOS3",342977
TRUE,TRUE,TRUE,"NANP",140838
TRUE,TRUE,TRUE,"NANS",54187
TRUE,TRUE,TRUE,"NAP1L1",4673
FALSE,FALSE,FALSE,"NAP1L2",4674
FALSE,FALSE,FALSE,"NAP1L3",4675
TRUE,TRUE,TRUE,"NAP1L4",4676
TRUE,TRUE,TRUE,"NAP1L5",266812
FALSE,FALSE,FALSE,"NAP1L6P",645996
TRUE,TRUE,TRUE,"NAPA",8775
FALSE,FALSE,FALSE,"NAPA-AS1",100505681
TRUE,TRUE,TRUE,"NAPB",63908
TRUE,TRUE,TRUE,"NAPEPLD",222236
TRUE,TRUE,TRUE,"NAPG",8774
TRUE,TRUE,TRUE,"NAPRT",93100
TRUE,FALSE,FALSE,"NAPSA",9476
FALSE,FALSE,FALSE,"NAPSB",256236
TRUE,TRUE,TRUE,"NARF",26502
TRUE,TRUE,TRUE,"NARS1",4677
TRUE,TRUE,TRUE,"NARS2",79731
TRUE,TRUE,TRUE,"NASP",4678
TRUE,TRUE,TRUE,"NAT1",9
TRUE,TRUE,TRUE,"NAT10",55226
TRUE,TRUE,TRUE,"NAT14",57106
FALSE,FALSE,FALSE,"NAT16",375607
FALSE,FALSE,FALSE,"NAT2",10
FALSE,FALSE,FALSE,"NAT8",9027
FALSE,FALSE,FALSE,"NAT8B",51471
TRUE,TRUE,TRUE,"NAT9",26151
TRUE,TRUE,TRUE,"NATD1",256302
TRUE,TRUE,TRUE,"NAV1",89796
TRUE,TRUE,TRUE,"NAV2",89797
FALSE,FALSE,FALSE,"NAV2-AS5",100874012
TRUE,TRUE,TRUE,"NAV3",89795
TRUE,TRUE,TRUE,"NAXD",55739
TRUE,TRUE,TRUE,"NAXE",128240
TRUE,TRUE,TRUE,NBAS,51594
TRUE,TRUE,TRUE,NBDY,550643
TRUE,TRUE,TRUE,NBEA,26960
TRUE,TRUE,TRUE,NBEAL1,65065
TRUE,TRUE,TRUE,NBEAL2,23218
TRUE,TRUE,TRUE,NBN,4683
TRUE,TRUE,TRUE,NBPF1,55672
TRUE,TRUE,TRUE,NBPF10,100132406
TRUE,TRUE,TRUE,NBPF11,200030
TRUE,TRUE,TRUE,NBPF12,149013
TRUE,TRUE,TRUE,NBPF14,25832
TRUE,TRUE,TRUE,NBPF15,284565
TRUE,TRUE,TRUE,NBPF20,100288142
TRUE,TRUE,TRUE,NBPF25P,101929780
TRUE,TRUE,TRUE,NBPF26,101060684
TRUE,TRUE,TRUE,NBPF3,84224
FALSE,FALSE,FALSE,NBPF4,148545
TRUE,FALSE,FALSE,NBPF6,653149
TRUE,TRUE,TRUE,NBPF8,728841
TRUE,TRUE,TRUE,NBPF9,400818
TRUE,TRUE,TRUE,NBR1,4077
TRUE,TRUE,FALSE,NBR2,10230
FALSE,FALSE,FALSE,NCALD,83988
FALSE,TRUE,TRUE,NCAM1,4684
FALSE,FALSE,FALSE,NCAM2,4685
FALSE,FALSE,FALSE,NCAN,1463
TRUE,TRUE,TRUE,NCAPD3,23310
TRUE,TRUE,TRUE,NCAPG2,54892
TRUE,TRUE,TRUE,NCAPH,23397
TRUE,TRUE,TRUE,NCAPH2,29781
TRUE,TRUE,TRUE,NCBP1,4686
TRUE,TRUE,TRUE,NCBP2,22916
TRUE,TRUE,TRUE,NCBP3,55421
TRUE,TRUE,TRUE,NCDN,23154
TRUE,TRUE,TRUE,NCEH1,57552
FALSE,FALSE,FALSE,NCF1,653361
FALSE,FALSE,FALSE,NCF1B,654816
FALSE,FALSE,FALSE,NCF1C,654817
TRUE,TRUE,TRUE,NCF2,4688
FALSE,FALSE,FALSE,NCF4,4689
TRUE,TRUE,TRUE,NCK1,4690
TRUE,TRUE,TRUE,NCK2,8440
TRUE,TRUE,TRUE,NCKAP1,10787
FALSE,FALSE,FALSE,NCKAP1L,3071
TRUE,TRUE,TRUE,NCKAP5,344148
FALSE,FALSE,FALSE,NCKAP5-AS2,101928161
TRUE,TRUE,TRUE,NCKAP5L,57701
TRUE,TRUE,TRUE,NCKIPSD,51517
TRUE,TRUE,TRUE,NCLN,56926
FALSE,FALSE,FALSE,NCMAP,400746
TRUE,TRUE,TRUE,NCOA1,8648
TRUE,TRUE,TRUE,NCOA2,10499
TRUE,TRUE,TRUE,NCOA3,8202
TRUE,TRUE,TRUE,NCOA4,8031
TRUE,TRUE,TRUE,NCOA5,57727
TRUE,TRUE,TRUE,NCOA6,23054
TRUE,TRUE,TRUE,NCOA7,135112
FALSE,FALSE,FALSE,NCOA7-AS1,104355145
TRUE,TRUE,TRUE,NCOR1,9611
FALSE,FALSE,FALSE,NCOR1P1,149934
TRUE,TRUE,TRUE,NCOR2,9612
FALSE,FALSE,FALSE,NCR1,9437
FALSE,FALSE,FALSE,NCR2,9436
FALSE,FALSE,FALSE,NCR3,259197
TRUE,TRUE,FALSE,NCR3LG1,374383
TRUE,TRUE,TRUE,NCS1,23413
TRUE,TRUE,TRUE,NCSTN,23385
TRUE,TRUE,TRUE,NDC1,55706
TRUE,TRUE,TRUE,NDE1,54820
TRUE,TRUE,TRUE,NDEL1,81565
TRUE,TRUE,TRUE,NDFIP2,54602
FALSE,FALSE,FALSE,NDFIP2-AS1,100874208
TRUE,TRUE,TRUE,NDN,4692
FALSE,FALSE,FALSE,NDNF,79625
TRUE,TRUE,TRUE,NDOR1,27158
FALSE,FALSE,FALSE,NDP,4693
TRUE,TRUE,TRUE,NDRG1,10397
TRUE,TRUE,FALSE,NDRG2,57447
TRUE,TRUE,TRUE,NDRG3,57446
TRUE,TRUE,TRUE,NDRG4,65009
TRUE,TRUE,TRUE,NDST1,3340
FALSE,FALSE,FALSE,NDST1-AS1,102546298
TRUE,TRUE,TRUE,NDST2,8509
TRUE,FALSE,FALSE,NDST3,9348
FALSE,FALSE,FALSE,NDST4,64579
TRUE,TRUE,TRUE,NDUFA1,4694
TRUE,TRUE,TRUE,NDUFA10,4705
TRUE,TRUE,TRUE,NDUFA11,126328
TRUE,TRUE,TRUE,NDUFA12,55967
TRUE,TRUE,TRUE,NDUFA2,4695
TRUE,TRUE,TRUE,NDUFA3,4696
FALSE,FALSE,FALSE,NDUFA4L2,56901
TRUE,TRUE,TRUE,NDUFA5,4698
TRUE,TRUE,TRUE,NDUFA6,4700
TRUE,TRUE,TRUE,NDUFA7,4701
TRUE,TRUE,TRUE,NDUFA8,4702
TRUE,TRUE,TRUE,NDUFAB1,4706
TRUE,TRUE,TRUE,NDUFAF1,51103
TRUE,TRUE,TRUE,NDUFAF3,25915
TRUE,TRUE,TRUE,NDUFAF5,79133
TRUE,TRUE,TRUE,NDUFAF6,137682
TRUE,TRUE,TRUE,NDUFAF7,55471
TRUE,TRUE,TRUE,NDUFAF8,284184
TRUE,TRUE,TRUE,NDUFB1,4707
TRUE,TRUE,TRUE,NDUFB11,54539
FALSE,TRUE,TRUE,NDUFB2-AS1,100134713
TRUE,TRUE,TRUE,NDUFB3,4709
TRUE,TRUE,TRUE,NDUFB4,4710
TRUE,TRUE,TRUE,NDUFB5,4711
TRUE,TRUE,TRUE,NDUFB6,4712
TRUE,TRUE,TRUE,NDUFB7,4713
TRUE,TRUE,TRUE,NDUFB8,4714
TRUE,TRUE,TRUE,NDUFB9,4715
TRUE,TRUE,TRUE,NDUFC1,4717
TRUE,TRUE,TRUE,NDUFC2,4718
FALSE,FALSE,FALSE,NDUFC2-KCTD14,100532726
TRUE,TRUE,TRUE,NDUFS1,4719
TRUE,TRUE,TRUE,NDUFS2,4720
TRUE,TRUE,TRUE,NDUFS3,4722
TRUE,TRUE,TRUE,NDUFS4,4724
TRUE,TRUE,TRUE,NDUFS5,4725
TRUE,TRUE,TRUE,NDUFS6,4726
TRUE,TRUE,TRUE,NDUFS7,374291
TRUE,TRUE,TRUE,NDUFS8,4728
TRUE,TRUE,TRUE,NDUFV1,4723
FALSE,FALSE,FALSE,NDUFV1-DT,100505621
TRUE,TRUE,TRUE,NDUFV2,4729
TRUE,TRUE,TRUE,NDUFV3,4731
TRUE,TRUE,TRUE,NEAT1,283131
TRUE,TRUE,FALSE,NEB,4703
TRUE,TRUE,TRUE,NEBL,10529
TRUE,FALSE,FALSE,NECAB2,54550
TRUE,TRUE,TRUE,NECAB3,63941
TRUE,TRUE,TRUE,NECAP2,55707
TRUE,TRUE,TRUE,NECTIN1,5818
TRUE,TRUE,TRUE,NECTIN2,5819
TRUE,TRUE,TRUE,NECTIN3,25945
FALSE,TRUE,FALSE,NECTIN4,81607
TRUE,TRUE,TRUE,NEDD1,121441
TRUE,TRUE,TRUE,NEDD4,4734
TRUE,TRUE,TRUE,NEDD4L,23327
TRUE,TRUE,TRUE,NEDD8,4738
FALSE,FALSE,FALSE,NEDD8-MDP1,100528064
TRUE,TRUE,TRUE,NEDD9,4739
TRUE,FALSE,FALSE,NEFH,4744
FALSE,TRUE,TRUE,NEFL,4747
TRUE,FALSE,FALSE,NEFM,4741
TRUE,TRUE,TRUE,NEGR1,257194
FALSE,FALSE,FALSE,NEGR1-IT1,100852409
TRUE,TRUE,FALSE,NEIL1,79661
TRUE,TRUE,TRUE,NEIL2,252969
TRUE,TRUE,TRUE,NEIL3,55247
TRUE,TRUE,TRUE,NEK1,4750
TRUE,FALSE,FALSE,NEK10,152110
TRUE,TRUE,TRUE,NEK11,79858
TRUE,TRUE,TRUE,NEK2,4751
TRUE,TRUE,TRUE,NEK3,4752
TRUE,TRUE,TRUE,NEK4,6787
FALSE,FALSE,FALSE,NEK5,341676
TRUE,TRUE,TRUE,NEK6,10783
TRUE,TRUE,TRUE,NEK7,140609
TRUE,TRUE,TRUE,NEK9,91754
TRUE,TRUE,TRUE,NELFB,25920
TRUE,TRUE,TRUE,NELFCD,51497
TRUE,TRUE,TRUE,NELFE,7936
FALSE,FALSE,FALSE,NELL1,4745
TRUE,FALSE,FALSE,NELL2,4753
TRUE,TRUE,TRUE,NEMF,9147
TRUE,TRUE,TRUE,NEMP1,23306
TRUE,TRUE,TRUE,NEMP2,100131211
TRUE,TRUE,TRUE,NENF,29937
TRUE,TRUE,TRUE,NEO1,4756
TRUE,TRUE,TRUE,NEPRO,25871
TRUE,TRUE,TRUE,NES,10763
TRUE,TRUE,TRUE,NET1,10276
TRUE,FALSE,FALSE,NETO1,81832
FALSE,FALSE,FALSE,NETO1-DT,100505797
TRUE,TRUE,TRUE,NETO2,81831
TRUE,TRUE,TRUE,NEU1,4758
FALSE,FALSE,FALSE,NEU2,4759
TRUE,TRUE,TRUE,NEU3,10825
FALSE,FALSE,FALSE,NEU4,129807
TRUE,FALSE,FALSE,NEURL1,9148
TRUE,TRUE,TRUE,NEURL1B,54492
TRUE,FALSE,FALSE,NEURL2,140825
TRUE,TRUE,FALSE,NEURL3,93082
TRUE,TRUE,TRUE,NEURL4,84461
FALSE,FALSE,FALSE,NEUROD1,4760
FALSE,FALSE,FALSE,NEUROD2,4761
FALSE,FALSE,FALSE,NEUROG2,63973
FALSE,FALSE,FALSE,NEUROG3,50674
FALSE,FALSE,FALSE,NEXMIF,340533
TRUE,TRUE,TRUE,NEXN,91624
FALSE,FALSE,FALSE,NEXN-AS1,374987
TRUE,TRUE,TRUE,NF1,4763
